"parent","ent_id","level_3"
learning theory,assimilation theory of learning,named theory
theory of human memory,spreading activation theory of memory,named theory
theory of human memory,spreading activation theory of semantic processing,named theory
theory of human memory,theory of constructive memory,named theory
vocational psychology theory,theory of work adjustment,named theory
attitude theory,reasoned action approach,named theory
identity theory,social identity theory,named theory
social psychology theory,adoptive cost theory,named theory
psychological theory,flow theory,named theory
psychological theory,behavioral theory,named theory
cognitive theory,visual perception theory,named theory
consciousness theory,electromagnetic theories of consciousness,named theory
consciousness theory,Lamme's recurrent feedback hypothesis,named theory
consciousness theory,multiple drafts model of consciousness,named theory
consciousness theory,orchestrated objective reduction theory,named theory
theory of problem solving,dynamic memory theory,named theory
cognitive theory,dual-system theory,named theory
cognitive theory,processing fluency theory,named theory
psychological theory,conservation of resources theory,named theory
health behaviour theory,health action process approach,named theory
sociological theory,activity theory,named theory
sociological theory,world-systems theory,named theory
sociological theory,gender theory,named theory
sociological theory,critical race theory,named theory
sociological theory,social ecological theory,named theory
social sciences theory,economic theory,named theory
economic theory of value,monetary theory of value,named theory
utility theory,multi-attribute utility theory,named theory
economic theory,contract theory,named theory
economic theory,signaling theory,named theory
economic theory,economic utility theory,named theory
prospect theory,disposition effect,named theory
prospect theory,negative bias theory,named theory
prospect theory,planning fallacy,named theory
economic theory,game theory,named theory
social sciences theory,political theory,named theory
political theory,spiral of silence theory,named theory
theory of resistance,system-determined theory of resistance,named theory
political theory,conflict theory,named theory
general systems theory,complexity theory,named theory
computer science theory,human-computer interaction theory,named theory
applied sciences theory,information systems theory,named theory
information systems theory,association type theory,named theory
information systems theory,technological frames of reference,named theory
information systems theory,task closure theory,named theory
information systems theory,theory of social shaping of technology,named theory
IT security theory,theory of multilevel information privacy,named theory
IT security theory,information boundary theory,named theory
IT security theory,security compliance theory,named theory
information systems theory,information technology development theory,named theory
theory of user participation in information systems development,buy-in theory of participation,named theory
knowledge management theory,SECI model of knowledge dimensions,named theory
financial theory,options theory,named theory
options theory,real options theory,named theory
involvement theory,involvement conceptualizing and measuring model,named theory
management theory,leadership theory,named theory
management theory,unified services theory,named theory
strategic management theory,resource based view of the firm,named theory
organizational theory,theory of organizational path dependence,named theory
organizational theory,escalation theory,named theory
organizational theory,theory of change,named theory
management theory,garbage can theory,named theory
management theory,customer focus theory,named theory
discrepancy theory,customer based discrepancy theory,named theory
management theory,accountability theory,named theory
communication theory,speech act theory,named theory
theory of humor,general theory of verbal humor,named theory
engineering theory,classical laminate theory,named theory
acoustic ecology theory,soundscape theory,named theory
named design theory,product development theory,named theory
named design theory,theory of technical systems,named theory
diagram theory,Physics of Notations,named theory
theory of creative space,theory of creativity-supporting learning environment,named theory
named design theory,user experience theory,named theory
named design theory,architecture option theory,named theory
research stage,research–in–progress study,research stage
replication study,replication crisis,research stage
qualitative analysis,QDA software,data analysis method
QDA software,MAXQDA,data analysis method
QDA software,Weft QDA,data analysis method
configurational comparative method,qualitative comparative method,data analysis method
critical narrative approach,critical narrative analysis,data analysis method
quantitative analysis tool,MathWorks,data analysis method
deep learning,deep belief network,data analysis method
deep learning,restricted boltzmann machine,data analysis method
deep learning,word embedding,data analysis method
deep learning tool,TensorFlow,data analysis method
bagging method,random forest classification,data analysis method
gradient boosting,BrownBoost,data analysis method
gradient boosting,RCECBoost,data analysis method
gradient boosting,LogitBoost,data analysis method
partitional clustering,quality threshold clustering,data analysis method
partitional clustering,expectation maximization clustering,data analysis method
cluster analysis,grid-based clustering,data analysis method
hierarchical clustering,divisive hierarchical clustering,data analysis method
anomaly detection,isolation forest,data analysis method
outlier test,Cochran's C test,data analysis method
self-supervised learning,non-contrastive self-supervised learning,data analysis method
machine learning method,reinforcement learning,data analysis method
image data source,ImageNet,data analysis method
NLP application,question answering,data analysis method
NLP application,web mining,data analysis method
NLP application,chatbot,data analysis method
document weighting factor,term frequency–inverse document frequency,data analysis method
data imputation,last observation carried forward data imputation,data analysis method
data imputation,regression data imputation,data analysis method
descriptive statistic,analysis of conditional distribution,data analysis method
probabilistic graphical model,Bayesian network,data analysis method
latent variable model,latent profile analysis,data analysis method
latent variable model,latent transition analysis,data analysis method
network analysis,social network analysis,data analysis method
quantitative analysis,Bayesian analysis,data analysis method
time series analysis,autoregressive model,data analysis method
causality analysis,Granger causality,data analysis method
causality analysis,wold causality,data analysis method
causality analysis,propensity score method,data analysis method
propensity score method,propensity score matching,data analysis method
survival analysis,hazard function,data analysis method
dimensionality reduction,factor analysis,data analysis method
factor analysis,exploratory factor analysis,data analysis method
dimensionality reduction,principal component analysis,data analysis method
discriminant analysis,predictive discriminant analysis,data analysis method
multivariate statistics,regression analysis method,data analysis method
regression analysis method,robust regression,data analysis method
robust regression,M estimator,data analysis method
linear regression estimation method,ordinary least square,data analysis method
linear regression analysis,simple linear regression,data analysis method
regression analysis method,generalized linear model,data analysis method
regression analysis method,probit regression,data analysis method
regression diagnostic,structural break test,data analysis method
regression diagnostic,distribution of model error,data analysis method
specification error test,partial residual plot,data analysis method
G theory tool,mGENOVA,data analysis method
quantitative analysis,multitrait multimethod analyis,data analysis method
pairing of location test,paired location test,data analysis method
statistical hypothesis test,Student's t-test,data analysis method
statistical hypothesis test,goodness of fit statistical test,data analysis method
goodness of fit statistical test,F-test,data analysis method
Pearson's chi-squared test,Pearson's chi squared test of goodness of fit,data analysis method
between group comparison statistical test,non-parametric between group comparison test,data analysis method
non-parametric between group comparison test,Mann Whitney U test,data analysis method
non-parametric between group comparison test,Wilcoxon signed-rank test,data analysis method
homoskedasticity test,Glejser test,data analysis method
statistical test assumption,odds ratio homogeneity test,data analysis method
questionable research practice,plagiarism,data analysis method
non probabilistic sampling,purposive sampling,sampling
non probabilistic sampling,extreme case sampling,sampling
non probabilistic sampling,snowball sampling,sampling
probabilistic sampling,cross validation,sampling
domain specific entity,IS technology,IS technology
enterprise information system,analytical information system,IS technology
sector analytical information system,predictive policing,IS technology
big data,Apache Giraph,IS technology
responsible artificial intelligence,regulation of algorithm,IS technology
explainable artificial intelligence,permutation feature importance,IS technology
artificial intelligence,robotic,IS technology
conversational agent,Google assistant,IS technology
knowledge representation,knowledge graph,IS technology
knowledge representation,topic map,IS technology
automated reasoning,automated theorem proving,IS technology
analytical information system,online analytical processing,IS technology
ERP software package,MySAP All-in-One,IS technology
operational information system,supply chain management system,IS technology
manufacturing information system,digital twin,IS technology
industry 4.0,manufacturing robot,IS technology
operational information system,laboratory information management system,IS technology
operational information system,office information system,IS technology
office information system,word processing,IS technology
process automation system,straight-through processing,IS technology
IT supported collaboration,IT enabled teamwork,IS technology
IT supported collaboration,meeting support system,IS technology
electronic finance,electronic trading,IS technology
electronic finance,electronic payment,IS technology
government system,electronic voting,IS technology
government system,military information system,IS technology
industry specific information system,health information system,IS technology
smart city,smart home,IS technology
smart home,smart TV,IS technology
smart wearable device,brain sensing headband,IS technology
Apple iPhone,iOS,IS technology
Android phone,Android,IS technology
mobile system,location based service,IS technology
electronic business,conversational commerce,IS technology
digital media,social media,IS technology
social media site,Instagram,IS technology
social media site,Pinterest,IS technology
social media site,Sina Weibo,IS technology
social media site,QZone,IS technology
social media site,Facebook Messenger,IS technology
social media,live streaming platform,IS technology
social media,web forum,IS technology
social media,user-generated content,IS technology
online dating service,Match.com,IS technology
video game,online game,IS technology
massively multiplayer online game,World of Warcraft,IS technology
video game,mobile game,IS technology
digital news,BuzzFeed,IS technology
ebook platform,Amazon Kindle,IS technology
streaming service,video streaming service,IS technology
streaming service,music streaming service,IS technology
music streaming provider,TuneIn,IS technology
music streaming provider,Anghami,IS technology
online porn provider,OnlyFans,IS technology
IS technology,information technology infrastructure,IS technology
computer data storage,non volatile memory,IS technology
computer hardware,computer architecture,IS technology
programming language abstraction level,low level language,IS technology
programming language,domain-specific language,IS technology
general-purpose programming language,PHP,IS technology
information exchange,electronic data interchange,IS technology
application programming interface,web API,IS technology
website,web page,IS technology
wired network technology,digital subscriber line,IS technology
communication service infrastructure,online chat,IS technology
communication service infrastructure,videotex,IS technology
information technology infrastructure,distributed system,IS technology
software delivery method,on-premises software,IS technology
on-premises software,packaged software,IS technology
platform as a service,cloud storage,IS technology
platform as a service,database as a service,IS technology
virtualization software vendors,VMware,IS technology
virtualization software vendors,Proxmox VE,IS technology
information technology infrastructure,web application,IS technology
information retrieval system,Apache Solr,IS technology
web search engine,AltaVista,IS technology
search engine,web crawling,IS technology
relational database,MS Access,IS technology
relational database,SAP HANA,IS technology
nosql database,wide-column store,IS technology
document database,RethinkDB,IS technology
blockchain,smart contract,IS technology
blockchain,cryptocurrency,IS technology
literature database,Google scholar,research method
Web of Science Core Collection,Science Citation Index Expanded,research method
literature database,Social Science Research Network,research method
literature study,bibliometric analysis,research method
simulation,discrete event simulation,research method
mathematical model,conceptual analysis,research method
discrete optimization,combinatorial optimization,research method
multiple criteria decision making,analytic network process,research method
multiple criteria decision making,multiple attribute decision making,research method
maturity model,capability maturity model,research method
data modeling,database modeling,research method
database modeling,entity relationship modeling,research method
existing ontologies,BabelNet,research method
descriptive statistic score,statistical dispersion,statistical metric
statistical correlation,correlation direction,statistical metric
statistical correlation,partial correlation,statistical metric
point estimation performance score,mean absolute error,statistical metric
quantitative confidence value,p-value,statistical metric
confusion matrix based metric,false positive rate,statistical metric
precision and recall,precision score,statistical metric
confusion matrix based metric,ROC curve,statistical metric
multicollinearity,variance inflation factor,statistical metric
statistical metric,sum of squares,statistical metric
mutual information,conditional mutual information,statistical metric
inter-method reliability,parallel-forms reliability,statistical metric
statistical metric,effect size,statistical metric
statistical metric,response rate,statistical metric
experiment,discrete choice experiment,research method
experimental design,experimental group,research method
survey design problem,double-barreled question,research method
biometric measurement,neurophysiology,research method
functional neuroimaging,magnetic resonance imaging,research method
functional neuroimaging,functional ultrasound imaging,research method
electrodermal activity,facial electromyography,research method
biometric measurement,automatic face analysis,research method
digital trace data,telematic data,research method
action research,action design research,research method
qualitativ observational study,participant observation,research method
ethnography,inventory method,research method
ethnography,clinical ethnography,research method
ethnography,visual ethnography,research method
ethnography,interpretative method,research method
empirical qualitative method,grounded theory,research method
financial archival database,Zephyr,research method
personal interview,biographical interview,research method
data collection method,mixed method,research method
methodological entity,validity,validity
test validity,content validity,validity
one validity,formative validity,validity
entity,methodological entity,""
IS economics,duopoly,IS topic
IS topic,IS management,IS topic
IS topic,IS sourcing,IS topic
internet fraud,ad fraud,IS topic
IT security category,information security practice,IS topic
cybersecurity behavior,information security policy violation,IS topic
cyberbullying,doxing,IS topic
phishing,phishing website,IS topic
IT security threat,zero-day vulnerability,IS topic
corporate network security,virtual private network,IS topic
fraud detection,deception detection,IS topic
electronic authentication,multi-factor authentication,IS topic
data encryption,quantum-safe cryptography,IS topic
societal context,societal challenge,IS topic
natural hazard,pandemic,IS topic
pandemic,covid 19,IS topic
societal context,legal context,IS topic
accounting standard,Sarbanes–Oxley Act,IS topic
copyright law,Digital Millennium Copyright Act,IS topic
innovation management,collaborative innovation,IS topic
technological change,disruptive innovation,IS topic
technological change,diffusion of innovation,IS topic
change management,organizational change management,IS topic
accounting function,tax accounting,IS topic
business function,customer relationship management,IS topic
business function,production management,IS topic
production management,Six Sigma,IS topic
business topic,organizational control,IS topic
business topic,interorganizational relationship,IS topic
enabling capability,information technology capability,IS topic
decision making,decision support,IS topic
knowledge work,situational awareness,IS topic
business evaluation criteria,real option,IS topic
business evaluation criteria,resistance to change,IS topic
data quality,data accuracy,IS topic
data quality,data relevance,IS topic
data quality,misinformation,IS topic
technostress,technophobia,IS topic
user evaluation criteria,user experience,IS topic
IS success,user success,IS topic
IS problem,IS failure,IS topic
productivity,team productivity,IS topic
knowledge management,knowledge repository,IS topic
digital divide,information and communication technology for development,IS topic
digital platform,platform governance,IS topic
sharing platform,uberisation,IS topic
real estate sharing platform,Airbnb,IS topic
real estate sharing platform,CouchSurfing,IS topic
digital product,information business,IS topic
human computer interaction,ergonomics,IS topic
human computer interaction,human–machine system,IS topic
end user computing,low code development platform,IS topic
system development method,iterative software development process,IS topic
user requirement,user expectation,IS topic
systems operations,devops,IS topic
system testing,code inspection,IS topic
information systems strategy,IT investment,IS topic
information systems strategy,IT governance,IS topic
digital piracy,The Pirate Bay,IS topic
copyright,software copyright,IS topic
software copyright,software copyright infringement,IS topic
IS topic,green IS,IS topic
IS topic,IS education,IS topic
IT manager,Chief Information Officer,IS topic
IT workforce,IT personell absenteeism,IS topic
IS discipline,evolution of the IS discipline,IS topic
theoretical entity,research paradigm,research paradigm
research paradigm,positivism,research paradigm
research paradigm,epistemological anarchism,research paradigm
social subjectivist paradigm,postmodernism,research paradigm
standpoint epistemology,scientific perspectivism,research paradigm
framework,research framework,model
theoretical model,theoretical lens,model
theoretical model,process theory,model
construct,construct definition,model
item scale,Thurstone scale,model
model part,measurement model,model
model link,research hypothesis,model
Europe,central europe,geographic names
England,London,geographic names
Germany,North Rhine-Westphalia,geographic names
Germany,German Democratic Republic,geographic names
Austria,Carinthia,geographic names
Switzerland,Jura (Canton),geographic names
Switzerland,Lucerne,geographic names
Switzerland,Ticino,geographic names
Europe,southern europe,geographic names
southern europe,Malta,geographic names
southern europe,San Marino,geographic names
southeastern europe,Slovenia,geographic names
southeastern europe,Cyprus,geographic names
geographic names,asia,geographic names
west asia,Gaza Strip,geographic names
west asia,Yemen,geographic names
west asia,Lebanon,geographic names
west asia,Oman,geographic names
west asia,Syria,geographic names
central asia,Kazakhstan,geographic names
central asia,Turkmenistan,geographic names
asia,east asia,geographic names
east asia,Japan,geographic names
asia,southeast asia,geographic names
southeast asia,Malaysia,geographic names
southeast asia,Indochina,geographic names
South Asia,Bhutan,geographic names
East Africa,Somalia,geographic names
North Africa,Libya,geographic names
North Africa,Tunisia,geographic names
Southern Africa,Botswana,geographic names
West Africa,Ghana,geographic names
West Africa,Guinea,geographic names
Central Africa,Equatorial Guinea,geographic names
Central America,Barbados,geographic names
Central America,Dominican Republic,geographic names
Central America,Grenada,geographic names
Central America,Honduras,geographic names
America,North America,geographic names
United States,Texas,geographic names
United States,Arizona,geographic names
United States,Massachusetts,geographic names
North America,Rocky Mountains,geographic names
Oceania,Marshall Islands,geographic names
economic sector,private sector,economic sector
economic sector,manufacturing industry,economic sector
forest industry,timber industry,economic sector
forest industry,furniture industry,economic sector
forest industry,paper market,economic sector
chemical industry,plastics industry,economic sector
metalworking industry,metal goods industry,economic sector
electrical and electronics industry,electrical technology industry,economic sector
telecommunications industry,telephone service provider,economic sector
ICT industry,software industry,economic sector
consumer electronics industry,video game industry,economic sector
optics industry,photographic industry,economic sector
food industry,beverage industry,economic sector
beverage industry,soft drink industry,economic sector
food industry,fishing industry,economic sector
trade sector,foreign trade sector,economic sector
retail trade,speciality shop,economic sector
trade in commodities and used materials,construction material trader,economic sector
food trade,food consumption,economic sector
event industry,big event,economic sector
event industry,cultural event,economic sector
tourism industry,travel agency,economic sector
tourism industry,business travel,economic sector
banking industry,postal banking,economic sector
financial sector,financial intermediation,economic sector
investment fund,money market fund,economic sector
construction industry,finishing trade,economic sector
finishing trade,domestic installation,economic sector
economic sector,real estate industry,economic sector
transport sector,freight transport industry,economic sector
transport sector,postal and courier service,economic sector
service industry,undertaker,economic sector
consultancy sector,tax consultancy,economic sector
waste management and recycling,recycling industry,economic sector
economic sector,hospitality industry,economic sector
restaurant industry,catering industry,economic sector
sports industry,sport organization,economic sector
media industry,media market,economic sector
media industry,publishing industry,economic sector
press publisher,magazine publishing,economic sector
cultural sector,museum,economic sector
energy industry,electricity market,economic sector
company type,multi divisional corporation,study object
societal level,global level,level of analysis
meso level,community level,level of analysis
meso level,practice level,level of analysis
theoretical entity,named theory,named theory
evolutionary theory,punctuated equilibrium theory,named theory
psychological theory,regulatory fit theory,named theory
psychological theory,realistic conflict theory,named theory
psychological theory,correspondent inference theory,named theory
psychological theory,theory of attitude change,named theory
psychological theory,attribution theory,named theory
self determination theory,goal contents theory,named theory
psychological theory,personality theory,named theory
personality theory,Keirsey Temperament Sorter,named theory
learning theory,cognitive apprenticeship theory,named theory
learning theory,depth of processing theory,named theory
learning theory,associative learning theory,named theory
psychological theory,creativity theory,named theory
creativity theory,four C model of creativity,named theory
creativity theory,cognitive network model of creativity theory,named theory
creativity theory,opportunistic assimilation theory,named theory
creativity theory,Vygotsky’s theory of creativity,named theory
psychological theory,social psychology theory,named theory
social psychology theory,vocational psychology theory,named theory
social psychology theory,social learning theory,named theory
social cognitive theory of morality,moral disengagement theory,named theory
attitude theory,theory of reasoned action,named theory
identity theory,identity control theory,named theory
social psychology theory,theory of organizational sensemaking,named theory
social psychology theory,enactment theory,named theory
social psychology theory,social rank theory,named theory
social psychology theory,social contagion theory,named theory
psychological theory,theory of impression management,named theory
visual perception theory,constructivist theory of perception,named theory
cognitive theory,mental model theory,named theory
consciousness theory,integrated information theory,named theory
theory of intelligence,theory of fluid and crystallized intelligence,named theory
cognitive theory,script theory,named theory
psychological theory,need-to-belong theory,named theory
health behaviour theory,health behaviour goal model,named theory
feminism theory,cyberfeminism,named theory
sociological theory,role theory,named theory
sociological theory,social development theory,named theory
sociological theory,theory of practice,named theory
social ecological theory,process–person–context–time model,named theory
macroeconomic theory,theory of economic fluctuations,named theory
macroeconomic theory,theory of economic crises,named theory
microeconomic theory,theory of consumer choice,named theory
economic theory of value,intrinsic theory of value,named theory
contract theory,complete contract theory,named theory
economic theory,theory of collective action,named theory
economic theory,decision theory,named theory
economic theory,tournament theory,named theory
political theory,theory of resistance,named theory
social sciences theory,educational theory,named theory
educational theory,legitimation code theory,named theory
developmental stage theory,Piagetian theory of cognitive development,named theory
developmental stage theory,neo-Piagetian theories of cognitive development,named theory
educational theory,play theory,named theory
general systems theory,control theory,named theory
possibility theory,Dempster-Shafer theory,named theory
measurement theory,classical measurement theory,named theory
ethical theory,justice theory,named theory
formal sciences theory,theory of logic,named theory
philosophical theory,correspondence theory of truth,named theory
information systems theory,theory of ontological clarity,named theory
information systems theory,process virtualization theory,named theory
information systems theory,expectation disconfirmation theory,named theory
information systems theory,hedonic motivation system adoption model,named theory
unified theory of acceptance and use of technology,extended unified theory of acceptance and use of technology,named theory
technology acceptance theory,lazy user model,named theory
information systems theory,adaptive structuration theory,named theory
information systems theory,theory of task technology fit,named theory
theory of user participation in information systems development,emergent interaction theory,named theory
criminal theory,social bond theory,named theory
financial theory,capital asset pricing model,named theory
marketing theory,consumer behaviour theory,named theory
marketing theory,consumer switching theory,named theory
leadership theory,charismatic leadership theory,named theory
leadership theory,functional leadership theory,named theory
leadership theory,strategic leadership theory,named theory
leadership theory,behavioral complexity in leadership theory,named theory
management theory,stewardship theory,named theory
management theory,strategic alignment theory,named theory
management theory,expectancy theory of motivation,named theory
organizational theory,institutional isomorphism theory,named theory
communication theory,media theory,named theory
media naturalness theory,psychobiological model,named theory
theory of deceptive discourse production,information manipulation theory,named theory
communication theory,situated simulation theory,named theory
communication theory,semantic theory,named theory
theory of humor,script-based semantic theory of humor,named theory
theory of humor,ontic-epistemic theory of humor,named theory
applied sciences theory,literary theory,named theory
applied sciences theory,engineering theory,named theory
applied sciences theory,architectural theory,named theory
named design theory,theory of social systems engineering,named theory
named design theory,accretion theory of ideation,named theory
named design theory,fuon theory,named theory
QDA software,Dedoose,data analysis method
qualitative content analysis,protocol analysis,data analysis method
qualitative comparative analysis,crisp set qualitative comparative analysis,data analysis method
quantitative analysis tool,Matlab,data analysis method
quantitative analysis tool,Stata,data analysis method
quantitative analysis tool,MLwiN,data analysis method
quantitative analysis tool,Alteryx,data analysis method
deep learning,convolutional neural network,data analysis method
text-to-image model,DALL-E,data analysis method
DALL-E,DALL-E 2,data analysis method
text-to-image model,Stable Diffusion,data analysis method
text-to-3d model,GET3D,data analysis method
classification method,artificial neural network,data analysis method
classification method,decision tree classification,data analysis method
ensemble learning,bagging method,data analysis method
gradient boosting,RCBoost,data analysis method
gradient boosting,LightGBM,data analysis method
partitional clustering,k-medians clustering,data analysis method
hierarchical clustering,agglomerative hierarchical clustering,data analysis method
cluster analysis,density based clusting,data analysis method
anomaly detection,local outlier factor,data analysis method
self-supervised learning,contrastive self-supervised learning,data analysis method
machine learning process,Cross-Industry Standard Process for Data Mining,data analysis method
latent semantic indexing,probabilistic latent semantic analysis,data analysis method
NLP tool,spaCy,data analysis method
NLP tool,Stanza,data analysis method
NLP application,document generation,data analysis method
NLP application,word sense disambiguation,data analysis method
NLP application,next sentence prediction,data analysis method
NLP application,sentiment analysis,data analysis method
data imputation,multivariate imputation with chained equations,data analysis method
path analysis,latent variable model,data analysis method
latent variable model,item response theory,data analysis method
social network analysis,sociometry,data analysis method
quantitative analysis,statistical power analysis,data analysis method
post analysis,ablation analysis,data analysis method
quantitative analysis,time series analysis,data analysis method
Dickey-Fuller-test,augmented Dickey–Fuller test,data analysis method
quantitative analysis,causality analysis,data analysis method
causality analysis,instrumental variables estimation,data analysis method
causality analysis,causal mediation analysis,data analysis method
survival function,proportional hazards model,data analysis method
multivariate statistics,dimensionality reduction,data analysis method
dimensionality reduction,singular value decomposition,data analysis method
multivariate statistics,principal response curves analysis,data analysis method
regularization-based regression,ridge regression,data analysis method
robust regression,S estimator,data analysis method
robust regression,least trimmed squares,data analysis method
robust regression,repeated median regression,data analysis method
linear regression analysis,linear regression estimation method,data analysis method
quantitative analysis,hierarchical linear modeling,data analysis method
sample of location test,two-sample location test,data analysis method
pairing of location test,independent location test,data analysis method
goodness of fit statistical test,likelihood-ratio test,data analysis method
goodness of fit statistical test,Shapiro-Wilk test,data analysis method
goodness of fit statistical test,one sample Hotelling T2 test,data analysis method
between group comparison statistical test,ANOVA,data analysis method
between group comparison statistical test,Z-test,data analysis method
Pearson's Chi square test,Yate's corrected Chi-Squared test,data analysis method
test of association between categorical variables,Cochran-Armitage test,data analysis method
test of association between categorical variables,transmission disequilibrium test,data analysis method
homoskedasticity test,Levene's test,data analysis method
questionable research practice,data dredging,data analysis method
non probabilistic sampling,theoretical sampling,sampling
non probabilistic sampling,maximum variation sampling,sampling
non probabilistic sampling,judgment sampling,sampling
probabilistic sampling,multistage sampling,sampling
probabilistic sampling,stratified sampling,sampling
probabilistic sampling,undersampling,sampling
undersampling,random undersampling,sampling
undersampling,Tomek link,sampling
IS technology,enterprise information system,IS technology
enterprise application integration,enterprise service bus,IS technology
analytical information system,social media analytics,IS technology
analytical information system,web analytics,IS technology
analytical information system,big data,IS technology
Apache Hadoop,MapReduce,IS technology
Apache Hadoop,Hadoop Distributed File System,IS technology
stream processing,stream analytics,IS technology
data integration,extract transform load process,IS technology
extract load transform process,extract load transform,IS technology
data integration,record linkage,IS technology
artificial intelligence,artificial general intelligence,IS technology
responsible artificial intelligence,algorithmic bias,IS technology
data injustice,data harm,IS technology
explainable artificial intelligence,accumulated local effect plot,IS technology
software agent,conversational agent,IS technology
artificial intelligence,knowledge representation,IS technology
knowledge representation,automated reasoning,IS technology
information reporting system,digital dashboard,IS technology
data visualization,visual analytics,IS technology
data visualization software,Qlik,IS technology
enterprise information system,operational information system,IS technology
operational information system,order-processing information system,IS technology
ERP software package,SAP Business ByDesign,IS technology
ERP software package,PeopleSoft,IS technology
ERP software package,Infor Global Solutions,IS technology
operational information system,customer relationship management system,IS technology
supply chain management system,logistics information system,IS technology
production planning information system,material requirements planning,IS technology
manufacturing information system,industry 4.0,IS technology
industry 4.0,smart factory,IS technology
industry 4.0,"3D printing",IS technology
enterprise information system,content management system,IS technology
content management system,electronic filing system,IS technology
wiki,Wikipedia,IS technology
process automation system,business process execution language,IS technology
airline information system,airline reservation system,IS technology
financial services information system,banking sytem,IS technology
peer-to-peer lending,peer-to-peer lending site,IS technology
peer-to-peer lending site,LendingClub,IS technology
industry specific information system,real estate information system,IS technology
industry specific information system,government system,IS technology
government system,emergency warning system,IS technology
health information system,healthcare analytics,IS technology
health information system,mobile health,IS technology
smart device,smart wearable device,IS technology
mobile system,mobile business,IS technology
mobile phone,Short Messaging Service,IS technology
mobile system,tablet,IS technology
tablet,iPad,IS technology
hand held computer,personal digital assistant,IS technology
IS technology,electronic business,IS technology
electronic commerce,business-to-consumer,IS technology
online marketing,online word of mouth,IS technology
social media,social network,IS technology
social network,enterprise social network,IS technology
social media site,Facebook,IS technology
social media site,VKontakte,IS technology
social media site,TikTok,IS technology
social media site,LiveJournal,IS technology
social media site,WhatsApp,IS technology
social media site,WeChat,IS technology
social media,podcast,IS technology
social media,social bookmark,IS technology
social media,web 2.0,IS technology
online dating service,Tinder,IS technology
online dating service,PlentyofFish,IS technology
online dating service,Grindr,IS technology
digital entertainment,ebook,IS technology
ebook platform,Barnes & Noble Nook,IS technology
ebook platform,Apple Books,IS technology
digital entertainment,streaming service,IS technology
video streaming provider,Netflix,IS technology
video streaming provider,Hulu,IS technology
video streaming provider,Apple TV+,IS technology
music streaming service,music streaming provider,IS technology
online porn,online porn provider,IS technology
computer system,desktop computer,IS technology
computer hardware,computer data storage,IS technology
computer data storage,volatile memory,IS technology
optical storage device,CD-ROM,IS technology
programming language abstraction level,high level language,IS technology
high level language,object oriented programming language,IS technology
BASIC,Visual Basic,IS technology
general-purpose programming language,Java,IS technology
general-purpose programming language,C#,IS technology
general-purpose programming language,Perl,IS technology
information sharing protocol,simple object access protocol,IS technology
simple object access protocol,web services description language,IS technology
world wide web,web technology,IS technology
web page,hypertext,IS technology
internet technology,semantic web,IS technology
wireless computer network,wireless LAN,IS technology
online chat,Slack,IS technology
communication service infrastructure,voice mail,IS technology
communication service infrastructure,video conference,IS technology
peer-to-peer file sharing,Gnutella2,IS technology
information technology infrastructure,software delivery method,IS technology
operating system,Microsoft Windows,IS technology
virtualization software vendors,Red Hat Virtualization,IS technology
container orchestration,Kubernetes,IS technology
web search engine,DuckDuckGo,IS technology
search engine,filter bubble,IS technology
database system,database languages,IS technology
relational database,IBM DB2,IS technology
relational database,MariaDB,IS technology
key-value store,Amazon Dynamo,IS technology
information technology infrastructure,blockchain,IS technology
literature database,ACM digital library,research method
literature database,Open Academic Graph,research method
literature database,PsycINFO,research method
Web of Science Core Collection,Science Citation Index,research method
Web of Science Core Collection,Emerging Sources Citation Index,research method
literature database,InterScience,research method
structured literature research,academic journal list,research method
individual IS journal,Information Systems Research,research method
Markov chain Monte Carlo,Metropolis–Hastings method,research method
computational algorithm,algorithmic analysis,research method
mathematical model,stochastic model,research method
optimization model,discrete optimization,research method
integer programming,integer linear programming,research method
traveling purchaser problem,travelling salesman problem,research method
combinatorial optimization,knapsack problem,research method
multiple criteria decision making,VIKOR method,research method
multiple criteria decision making,ELECTRE,research method
multiple criteria decision making,TOPSIS,research method
optimization model,dynamic programming,research method
design science,kernel theory,research method
design science,design theory,research method
design science,design requirement,research method
design science,design artifact,research method
conceptual method,theoretical contribution,research method
capability maturity model,capability maturity model integration,research method
conceptual modelling,business process modeling,research method
business process modeling language,Petri net,research method
ontological modelling,upper ontology,research method
existing ontologies,Bunge Wand Weber ontology,research method
existing ontologies,Bunge ontology,research method
existing ontologies,basic formal ontology,research method
correlation direction,positive correlation,statistical metric
correlation direction,no correlation,statistical metric
rank correlation coefficient,Spearman's rank correlation coefficient,statistical metric
rank correlation coefficient,Somers’ D,statistical metric
goodness of fit index,adjusted goodness of fit index,statistical metric
Akaike information criterion,corrected Akaike information criterion,statistical metric
goodness of fit index,root mean square error,statistical metric
statistical metric,quantitative confidence value,statistical metric
confusion matrix based metric,false negative rate,statistical metric
cross entropy,cross entropy loss,statistical metric
statistical distance,Kullback–Leibler divergence,statistical metric
statistical metric,odds ratio,statistical metric
test score reliability coefficient,parallel-test reliability,statistical metric
test score reliability coefficient,internal consistency reliability,statistical metric
inter-rater reliability,Cohen's kappa coefficient,statistical metric
inter-rater reliability,Bangdiwala's B,statistical metric
effect size,treatment effect,statistical metric
effect size,Cohen's q,statistical metric
graph metric,centrality measure,statistical metric
