"ent_id","definition","label","parent","level","related","level_1","level_2","level_3","level_4","level_5","level_6","level_7","level_8","level_9","level_10"
partial least squares discriminant analysis,Partial least squares discriminant analysis is a statistical technique that combines features of partial least squares regression and discriminant analysis to identify the variables that best discriminate between predefined classes within complex data structures.,ANALYSIS_METHOD,partial least squares regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,partial least squares regression,partial least squares discriminant analysis,"",""
PLS DA,"PLS DA, an abbreviation for Partial Least Squares Discriminant Analysis, is a statistical technique used to find the linear combination of features that best separates two or more classes of objects or events.",ANALYSIS_METHOD,partial least squares discriminant analysis,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,partial least squares regression,partial least squares discriminant analysis,PLS DA,""
nonlinear regression analysis,"Nonlinear regression analysis is a statistical technique that models and analyzes the relationships between a dependent variable and one or more independent variables, where the model is a nonlinear function of the parameters.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,nonlinear regression analysis,"","",""
polynomial regression,Polynomial regression is a type of nonlinear regression analysis that models the relationship between the independent variable x and the dependent variable y as an nth degree polynomial.,ANALYSIS_METHOD,nonlinear regression analysis,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,nonlinear regression analysis,polynomial regression,"",""
principal components regression,"Principal components regression is a statistical technique in regression analysis method that involves transforming the original predictors into a new set of uncorrelated variables, known as principal components, and performing the regression analysis with these components to address multicollinearity issues.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,principal components regression,"","",""
regularization-based regression,Regularization-based regression is a statistical technique in regression analysis method that introduces a penalty term to the loss function to prevent overfitting and improve the model's ability to generalize by controlling the complexity of the model.,ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regularization-based regression,"","",""
ridge regression,"Ridge regression is a regularization-based regression analysis method that introduces a degree of bias into the regression estimates by adding a penalty equivalent to square of the magnitude of the coefficients, thereby reducing the complexity of the model and preventing overfitting.",ANALYSIS_METHOD,regularization-based regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regularization-based regression,ridge regression,"",""
lasso regression,Lasso regression is a regularization-based regression analysis method that performs both variable selection and regularization in order to enhance the prediction accuracy and interpretability of the statistical model it produces.,ANALYSIS_METHOD,regularization-based regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regularization-based regression,lasso regression,"",""
elastic net regression,"Elastic net regression is a regularization-based regression method that linearly combines the L1 and L2 penalties of the lasso and ridge methods to handle multicollinearity, improve model prediction and interpretability.",ANALYSIS_METHOD,regularization-based regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regularization-based regression,elastic net regression,"",""
robust regression,Robust regression is a statistical technique that aims to fit a regression model in the presence of corrupt or outlier data points by minimizing the influence of these anomalies on the estimation of the model's parameters.,ANALYSIS_METHOD,regression analysis method,7.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,"","",""
M estimator,"An M estimator is a type of robust statistical estimator that minimizes a sum of functions of the data, typically used in robust regression to provide resistance to outliers and heavy-tailed distributions.",ANALYSIS_METHOD,robust regression,8.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,M estimator,"",""
S estimator,An S estimator is a robust regression analysis method that minimizes the scale-adjusted sum of residuals to provide a high breakdown point and resistance to outliers in data.,ANALYSIS_METHOD,robust regression,8.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,S estimator,"",""
Theil Sen estimator,The Theil Sen estimator is a non-parametric method used in robust regression that calculates the median of the slopes between all pairs of two-dimensional sample points to estimate a linear trend.,ANALYSIS_METHOD,robust regression,8.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,Theil Sen estimator,"",""
least trimmed squares,Least trimmed squares is a statistical method in robust regression that minimizes the sum of the smallest squared residuals to reduce the impact of outliers on the regression results.,ANALYSIS_METHOD,robust regression,8.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,least trimmed squares,"",""
repeated median regression,"Repeated median regression is a robust regression technique that estimates the slope of a regression line by repeatedly calculating the median of slopes between all possible pairs of data points, thereby minimizing the influence of outliers.",ANALYSIS_METHOD,robust regression,8.0,nonparametric test,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,robust regression,repeated median regression,"",""
linear regression analysis,"Linear regression analysis is a statistical technique used to predict the value of a dependent variable based on the value of one or more independent variables, assuming a linear relationship between them.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,"","",""
linear regression estimation method,The linear regression estimation method is a statistical procedure used in linear regression analysis to estimate the relationships among variables by fitting a linear equation to observed data.,ANALYSIS_METHOD,linear regression analysis,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,linear regression estimation method,"",""
ordinary least square,"Ordinary least square is a statistical procedure that estimates the parameters of a linear regression model by minimizing the sum of the squared residuals, which are the differences between the observed and predicted values of the dependent variable.",ANALYSIS_METHOD,linear regression estimation method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,linear regression estimation method,ordinary least square,""
linear least square,"Linear least square is a statistical technique within the linear regression estimation method that minimizes the sum of the squares of the residuals, which are the differences between the observed and predicted values.",ANALYSIS_METHOD,linear regression estimation method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,linear regression estimation method,linear least square,""
weighted least square,"Weighted least square is a statistical technique for linear regression estimation method that assigns different weights to different observations based on their variances, thereby minimizing the sum of the squared differences between observed and predicted values.",ANALYSIS_METHOD,linear regression estimation method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,linear regression estimation method,weighted least square,""
generalized least square,Generalized least square is a linear regression estimation method that allows for a certain degree of correlation and heteroscedasticity in the error terms of the model.,ANALYSIS_METHOD,linear regression estimation method,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,linear regression estimation method,generalized least square,""
simple linear regression,"Simple linear regression is a statistical technique within linear regression analysis that models the relationship between two variables by fitting a linear equation to observed data where one variable is considered to be an explanatory variable, and the other is considered to be a dependent variable.",ANALYSIS_METHOD,linear regression analysis,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,simple linear regression,"",""
multiple linear regression,"Multiple linear regression is a statistical technique that uses several explanatory variables to predict the outcome of a response variable, extending the simple linear regression by including more than one independent variable.",ANALYSIS_METHOD,linear regression analysis,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,linear regression analysis,multiple linear regression,"",""
multiple regression,"Multiple regression is a statistical technique used to predict the value of a dependent variable based on the values of two or more independent variables, thereby extending simple linear regression by including more than one explanatory variable.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,multiple regression,"","",""
generalized linear model,A generalized linear model is a flexible statistical regression analysis method that allows for response variables to have error distribution models other than a normal distribution.,ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,generalized linear model,"","",""
generalized additive model,A generalized additive model is a type of statistical regression model that extends the generalized linear model by allowing non-linear relationships between the independent variables and the dependent variable through the use of smooth functions.,ANALYSIS_METHOD,generalized linear model,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,generalized linear model,generalized additive model,"",""
general multivariate regression model,A general multivariate regression model is a statistical technique that estimates the relationship between multiple independent variables and more than one dependent variable.,ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,general multivariate regression model,"","",""
Bayesian multivariate linear regression,"Bayesian multivariate linear regression is a statistical analysis method that extends the general multivariate regression model by incorporating prior information about the parameters in the model, allowing for the estimation of multiple and interrelated dependent variables simultaneously.",ANALYSIS_METHOD,general multivariate regression model,8.0,Bayesian analysis,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,general multivariate regression model,Bayesian multivariate linear regression,"",""
principal component regression,"Principal component regression is a statistical technique that combines principal component analysis and linear regression to handle multicollinearity in predictor variables by transforming the original predictors into a new set of uncorrelated variables, known as principal components, and performing the regression analysis with these components.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,principal component regression,"","",""
probit regression,Probit regression is a type of regression analysis method that utilizes the probit function to model the relationship between the binary dependent variable and one or more independent variables.,ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,probit regression,"","",""
multinomial probit regression,"Multinomial probit regression is a statistical technique used to model the relationship between a polychotomous dependent variable and one or more independent variables, where the dependent variable can take on more than two possible outcomes.",ANALYSIS_METHOD,probit regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,probit regression,multinomial probit regression,"",""
logistic regression,"Logistic regression is a statistical model that in its basic form uses a logistic function to model a binary dependent variable, often used for predicting the probability of occurrence of an event by fitting data to a logit function.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,logistic regression,"","",""
multinomial logistic regression,"Multinomial logistic regression is a statistical analysis method used to predict the probabilities of the different possible outcomes of a categorically distributed dependent variable, given a set of independent variables.",ANALYSIS_METHOD,logistic regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,logistic regression,multinomial logistic regression,"",""
binomial logistic regression,Binomial logistic regression is a statistical procedure that predicts the probability of an outcome that can only have two values (a dichotomy) based on one or more predictor variables.,ANALYSIS_METHOD,logistic regression,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,logistic regression,binomial logistic regression,"",""
ordered probit regression,"Ordered probit regression is a statistical technique used to predict the probability of an outcome occurring that falls into one of several categories, which are ordered in nature, based on one or more independent variables.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,ordered probit regression,"","",""
Poisson regression,Poisson regression is a type of statistical analysis method used for modeling count data in which the dependent variable has a Poisson distribution and the logarithm of its expected value can be modeled by a linear combination of unknown parameters.,ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,Poisson regression,"","",""
regression diagnostic,"A regression diagnostic is a procedure used within the regression analysis method to assess the validity of a model by identifying any outliers, influential observations, or violations of the assumptions underlying the regression model.",ANALYSIS_METHOD,regression analysis method,7.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,"","",""
structural break test,"A structural break test is a statistical procedure used in regression diagnostics to identify points in time where the parameters of a model abruptly change, indicating a significant shift in the underlying data generating process.",ANALYSIS_METHOD,regression diagnostic,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,structural break test,"",""
Chow test,"The Chow test is a statistical method used to determine whether the coefficients in a regression model are the same across different groups or periods, thereby identifying structural breaks in the data.",ANALYSIS_METHOD,structural break test,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,structural break test,Chow test,""
correlation of model error,"Correlation of model error refers to the statistical analysis method used in regression diagnostics to measure the degree of association between the predicted and actual values, indicating the accuracy and reliability of the predictive model.",ANALYSIS_METHOD,regression diagnostic,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,correlation of model error,"",""
Breusch–Godfrey test,The Breusch–Godfrey test is a statistical method used to evaluate the correlation of model error by detecting the presence of autocorrelation in the residuals from a regression analysis.,ANALYSIS_METHOD,correlation of model error,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,correlation of model error,Breusch–Godfrey test,""
distribution of model error,Distribution of model error refers to the statistical analysis method used in regression diagnostics to evaluate the variance and pattern of discrepancies between predicted and observed values in a predictive model.,ANALYSIS_METHOD,regression diagnostic,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,distribution of model error,"",""
normal probability plot,A normal probability plot is a graphical technique for assessing whether or not a data set is approximately normally distributed by comparing the sorted values from the data set against the expected values of the standard normal distribution.,ANALYSIS_METHOD,distribution of model error,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,distribution of model error,normal probability plot,""
specification error test,A specification error test is a regression diagnostic method used to determine if a statistical model is incorrectly specified by assessing whether the model's assumptions are violated or if there are omitted variables.,ANALYSIS_METHOD,regression diagnostic,8.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,specification error test,"",""
Ramsey RESET test,The Ramsey RESET test is a statistical method used to detect whether a predictive regression model has been correctly specified by testing for the presence of omitted variables or incorrect functional forms.,ANALYSIS_METHOD,specification error test,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,specification error test,Ramsey RESET test,""
partial residual plot,"A partial residual plot is a graphical tool used in regression analysis to identify the relationship between a predictor variable and the response variable, while controlling for the effects of one or more additional predictor variables.",ANALYSIS_METHOD,specification error test,9.0,,entity,methodological entity,data analysis method,quantitative analysis,multivariate statistics,regression analysis method,regression diagnostic,specification error test,partial residual plot,""
log linear analysis,"Log linear analysis is a statistical technique used in quantitative analysis that applies a logarithmic transformation to linearize data, allowing for the examination of relationships among multiple categorical variables.",ANALYSIS_METHOD,quantitative analysis,5.0,,entity,methodological entity,data analysis method,quantitative analysis,log linear analysis,"","","","",""
hierarchical linear modeling,"Hierarchical linear modeling is a statistical analysis method that allows for the examination of relationships within nested data structures, accounting for the influence of different levels of hierarchy on the variable of interest.",ANALYSIS_METHOD,quantitative analysis,5.0,,entity,methodological entity,data analysis method,quantitative analysis,hierarchical linear modeling,"","","","",""
Bayesian multilevel model,"A Bayesian multilevel model is a statistical approach that applies Bayesian inference to estimate parameters of the model at multiple levels, allowing for complex hierarchical or nested data structures.",ANALYSIS_METHOD,hierarchical linear modeling,6.0,Bayesian analysis,entity,methodological entity,data analysis method,quantitative analysis,hierarchical linear modeling,Bayesian multilevel model,"","","",""
generalizability analysis,Generalizability analysis is a statistical method used in quantitative analysis to estimate the reliability and consistency of measurements across different conditions or populations.,ANALYSIS_METHOD,quantitative analysis,5.0,,entity,methodological entity,data analysis method,quantitative analysis,generalizability analysis,"","","","",""
G theory tool,A G theory tool is a method used in generalizability analysis to evaluate the reliability of measurements by considering multiple sources of measurement error simultaneously.,ANALYSIS_METHOD,generalizability analysis,6.0,,entity,methodological entity,data analysis method,quantitative analysis,generalizability analysis,G theory tool,"","","",""
urGENOVA,urGENOVA is a specialized analysis method within the G theory tool that is utilized for the comprehensive examination of variance components in complex study designs.,ANALYSIS_METHOD,G theory tool,7.0,,entity,methodological entity,data analysis method,quantitative analysis,generalizability analysis,G theory tool,urGENOVA,"","",""
GENOVA,GENOVA is a statistical analysis method within the G theory tool that is used to estimate variance components in generalizability studies.,ANALYSIS_METHOD,G theory tool,7.0,,entity,methodological entity,data analysis method,quantitative analysis,generalizability analysis,G theory tool,GENOVA,"","",""
mGENOVA,"mGENOVA is a statistical analysis method within the G theory tool that is used to measure the variance components in a generalizability study, allowing for multiple sources of measurement error.",ANALYSIS_METHOD,G theory tool,7.0,,entity,methodological entity,data analysis method,quantitative analysis,generalizability analysis,G theory tool,mGENOVA,"","",""
multitrait multimethod analyis,Multitrait multimethod analysis is a statistical approach used to examine the construct validity of measures by comparing multiple traits and methods in the same study to assess the consistency of the measures.,ANALYSIS_METHOD,quantitative analysis,5.0,,entity,methodological entity,data analysis method,quantitative analysis,multitrait multimethod analyis,"","","","",""
statistical hypothesis test,"A statistical hypothesis test is a procedure within quantitative analysis that allows for decision making using data, by determining the probability that a given assumption about a population parameter is true.",ANALYSIS_METHOD,quantitative analysis,5.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,"","","","",""
location test,A location test is a statistical hypothesis test that determines if there is a significant difference between the central tendencies of two or more groups.,ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,"","","",""
sample of location test,A sample of location test is a specific instance of a location test that involves the statistical evaluation of a dataset to determine if the observed data deviates significantly from a specified location or central tendency.,ANALYSIS_METHOD,location test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,sample of location test,"","",""
one-sample location test,A one-sample location test is a statistical procedure used to determine whether a sample of data deviates significantly from a specific population mean or median.,ANALYSIS_METHOD,sample of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,sample of location test,one-sample location test,"",""
two-sample location test,A two-sample location test is a statistical procedure used to determine if there is a significant difference between the central tendencies of two independent groups.,ANALYSIS_METHOD,sample of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,sample of location test,two-sample location test,"",""
"3 or more groups location test",A 3 or more groups location test is a statistical analysis method used to determine if there are significant differences among the central tendencies of three or more independent groups.,ANALYSIS_METHOD,sample of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,sample of location test,"3 or more groups location test","",""
parametricity of location test,"A parametricity of location test is a statistical procedure that determines whether the central tendency of a given dataset, such as the mean or median, differs significantly across different groups or categories, assuming that the data follows a specific distribution.",ANALYSIS_METHOD,location test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,parametricity of location test,"","",""
nonparametric location test,"A nonparametric location test is a statistical procedure used to compare the central tendencies of two or more groups or samples, without making assumptions about the specific form or parameters of the underlying population distribution.",ANALYSIS_METHOD,parametricity of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,parametricity of location test,nonparametric location test,"",""
parametric location test,"A parametric location test is a statistical procedure that determines if the central tendency of a given dataset, such as the mean or median, significantly differs from a hypothesized value, assuming that the data follows a specific distribution.",ANALYSIS_METHOD,parametricity of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,parametricity of location test,parametric location test,"",""
pairing of location test,"A pairing of location test is a statistical analysis method that compares two related samples to determine if their means are significantly different, typically used in location testing to assess the impact of a specific variable on the data's location.",ANALYSIS_METHOD,location test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,pairing of location test,"","",""
paired location test,"A paired location test is a statistical analysis method that compares two related samples to determine whether their means are significantly different, typically used in the context of a pairing of location test.",ANALYSIS_METHOD,pairing of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,pairing of location test,paired location test,"",""
independent location test,An independent location test is a specific type of pairing of location test that evaluates the statistical significance of differences between two or more independent groups in terms of their central tendency or location.,ANALYSIS_METHOD,pairing of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,pairing of location test,independent location test,"",""
level of measurement of location test,"The level of measurement of location test refers to the quantitative assessment method used to determine the precision, accuracy, and reliability of a location test's results.",ANALYSIS_METHOD,location test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,level of measurement of location test,"","",""
ordinal and numerical measurement of location test,The ordinal and numerical measurement of location test is a specific analysis method that evaluates the position of data points in a dataset using both ordinal (ranked) and numerical (quantitative) values.,ANALYSIS_METHOD,level of measurement of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,level of measurement of location test,ordinal and numerical measurement of location test,"",""
nominal measurement of location test,"A nominal measurement of location test is a statistical analysis method that evaluates the significance of differences between categories or groups in a dataset, where the data is classified into non-ordered and non-numerical categories.",ANALYSIS_METHOD,level of measurement of location test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,location test,level of measurement of location test,nominal measurement of location test,"",""
Student's t-test,Student's t-test is a statistical hypothesis test that determines if there is a significant difference between the means of two groups which may be related in certain features.,ANALYSIS_METHOD,statistical hypothesis test,6.0,parametric test,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Student's t-test,"","","",""
paired t-test,"A paired t-test is a statistical procedure used to determine whether the mean difference between two sets of observations is zero, typically applied when the observations are collected in pairs or the observations are dependent on each other.",ANALYSIS_METHOD,Student's t-test,7.0,parametric test,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Student's t-test,paired t-test,"","",""
one sample t-test,A one sample t-test is a statistical procedure used to determine whether a sample of observations could have been generated by a process with a specific mean.,ANALYSIS_METHOD,Student's t-test,7.0,parametric test,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Student's t-test,one sample t-test,"","",""
two sample t-test with equal variance,"A two sample t-test with equal variance is a statistical procedure used to determine if there is a significant difference between the means of two groups, assuming that the variances of the two populations from which the samples were drawn are equal.",ANALYSIS_METHOD,Student's t-test,7.0,parametric test,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Student's t-test,two sample t-test with equal variance,"","",""
two sample t-test with unequal variance,A two sample t-test with unequal variance is a statistical procedure used to determine if there is a significant difference between the means of two groups that do not have the same standard deviation.,ANALYSIS_METHOD,Student's t-test,7.0,parametric test,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Student's t-test,two sample t-test with unequal variance,"","",""
Wald test,A Wald test is a statistical hypothesis test used to evaluate the significance of individual coefficients in a regression model by comparing the estimated parameter to its standard error.,ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Wald test,"","","",""
Lagrange multiplier test,"The Lagrange multiplier test is a statistical procedure used to determine whether the specified constraints hold for the estimated model, by assessing the significance of the constraints' impact on the model's maximum likelihood function.",ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,Lagrange multiplier test,"","","",""
goodness of fit statistical test,A goodness of fit statistical test is a method used to determine the adequacy of a statistical model by comparing observed data with the expected outcomes under the model's assumptions.,ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,"","","",""
likelihood-ratio test,"A likelihood-ratio test is a statistical procedure used to compare the goodness of fit of two competing statistical models to a set of observed data, based on the ratio of their likelihoods.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,likelihood-ratio test,"","",""
F-test,An F-test is a statistical method used to compare the variances of two or more groups to determine if they are significantly different from each other.,ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,F-test,"","",""
Kolmogorov-Smirnov test,"The Kolmogorov-Smirnov test is a nonparametric method used in statistical analysis to compare a sample distribution with a theoretical distribution, or to compare two sample distributions, by assessing the degree of discrepancy between them.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,Kolmogorov-Smirnov test,"","",""
Anderson-Darling test,"The Anderson-Darling test is a statistical procedure used to evaluate whether a given sample of data is drawn from a specific probability distribution, emphasizing the tails of the distribution.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,Anderson-Darling test,"","",""
Shapiro-Wilk test,The Shapiro-Wilk test is a statistical procedure that assesses the hypothesis that a sample comes from a normally distributed population.,ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,Shapiro-Wilk test,"","",""
one sample Hotelling T2 test,"A one sample Hotelling T2 test is a multivariate statistical procedure used to determine if a sample mean vector matches a hypothesized population mean vector, extending the concept of the one-sample t-test to higher dimensions.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,one sample Hotelling T2 test,"","",""
Hardy-Weinberg equilibrium testing,Hardy-Weinberg equilibrium testing is a goodness of fit statistical test used to determine whether a population's genetic structure is in equilibrium by comparing the observed frequency of genotypes to the expected frequency under the assumption of no evolutionary influences.,ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,Hardy-Weinberg equilibrium testing,"","",""
hypergeometric test,"A hypergeometric test is a statistical method used to determine the probability of a specific number of successes in a sequence of draws from a finite population without replacement, under the null hypothesis that the elements are randomly drawn.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,hypergeometric test,"","",""
exact binomial test,"An exact binomial test is a statistical procedure used to determine if the observed frequencies of a binary outcome match the expected frequencies, assuming a specific binomial distribution.",ANALYSIS_METHOD,goodness of fit statistical test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,goodness of fit statistical test,exact binomial test,"","",""
chi squared test,A chi squared test is a statistical hypothesis test that is used to determine if there is a significant association between two categorical variables in a sample.,ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,chi squared test,"","","",""
Pearson's chi-squared test,Pearson's chi-squared test is a statistical hypothesis testing method used to determine the independence of two categorical variables by comparing the observed distribution with the expected distribution under the null hypothesis.,ANALYSIS_METHOD,chi squared test,7.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,chi squared test,Pearson's chi-squared test,"","",""
Pearson's chi squared test of independence between categorical variables,Pearson's chi squared test of independence between categorical variables is a statistical procedure used to determine if there is a significant association between two nominal (categorical) variables by comparing the observed distribution of the categories against an expected distribution if the variables are independent.,ANALYSIS_METHOD,Pearson's chi-squared test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,chi squared test,Pearson's chi-squared test,Pearson's chi squared test of independence between categorical variables,"",""
Yate's corrected chi squared test,Yate's corrected chi squared test is a statistical hypothesis test that modifies Pearson's chi-squared test by adding a correction factor to reduce the error when the sample size is small or the data is discontinuous.,ANALYSIS_METHOD,Pearson's chi-squared test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,chi squared test,Pearson's chi-squared test,Yate's corrected chi squared test,"",""
Pearson's chi squared test of goodness of fit,Pearson's chi squared test of goodness of fit is a statistical hypothesis testing procedure used to determine the adequacy of a theoretical distribution to explain observed data.,ANALYSIS_METHOD,Pearson's chi-squared test,8.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,chi squared test,Pearson's chi-squared test,Pearson's chi squared test of goodness of fit,"",""
between group comparison statistical test,A between group comparison statistical test is a method of statistical hypothesis testing that evaluates the significant differences in the means or proportions of two or more independent groups.,ANALYSIS_METHOD,statistical hypothesis test,6.0,,entity,methodological entity,data analysis method,quantitative analysis,statistical hypothesis test,between group comparison statistical test,"","","",""
